,drug,disease,label
335,508.0,341.0,1.0
336,658.0,358.0,1.0
337,505.0,19.0,1.0
338,494.0,148.0,1.0
339,438.0,54.0,1.0
340,471.0,89.0,1.0
341,227.0,330.0,1.0
342,437.0,168.0,1.0
343,443.0,371.0,1.0
344,490.0,354.0,1.0
345,603.0,40.0,1.0
346,486.0,364.0,1.0
347,163.0,217.0,1.0
348,395.0,371.0,1.0
349,358.0,386.0,1.0
350,590.0,125.0,1.0
351,255.0,124.0,1.0
352,593.0,133.0,1.0
353,387.0,271.0,1.0
354,101.0,117.0,1.0
355,132.0,100.0,1.0
356,219.0,146.0,1.0
357,367.0,181.0,1.0
358,588.0,309.0,1.0
359,376.0,318.0,1.0
360,1.0,39.0,1.0
361,43.0,405.0,1.0
362,430.0,350.0,1.0
363,621.0,89.0,1.0
364,493.0,128.0,1.0
365,297.0,37.0,1.0
366,162.0,41.0,1.0
367,263.0,392.0,1.0
368,319.0,359.0,1.0
369,402.0,251.0,1.0
370,70.0,19.0,1.0
371,261.0,168.0,1.0
372,242.0,47.0,1.0
373,121.0,365.0,1.0
374,201.0,382.0,1.0
375,297.0,357.0,1.0
376,377.0,342.0,1.0
377,229.0,12.0,1.0
378,166.0,81.0,1.0
379,261.0,85.0,1.0
380,131.0,124.0,1.0
381,498.0,296.0,1.0
382,505.0,280.0,1.0
383,105.0,135.0,1.0
384,241.0,186.0,1.0
385,61.0,280.0,1.0
386,54.0,405.0,1.0
387,205.0,135.0,1.0
388,71.0,124.0,1.0
389,412.0,28.0,1.0
390,540.0,362.0,1.0
391,161.0,37.0,1.0
392,662.0,348.0,1.0
393,609.0,183.0,1.0
394,660.0,345.0,1.0
395,47.0,314.0,1.0
396,267.0,399.0,1.0
397,434.0,379.0,1.0
398,247.0,73.0,1.0
399,248.0,124.0,1.0
400,658.0,347.0,1.0
401,224.0,22.0,1.0
402,109.0,73.0,1.0
403,174.0,360.0,1.0
404,99.0,37.0,1.0
405,341.0,25.0,1.0
406,245.0,162.0,1.0
407,541.0,219.0,1.0
408,439.0,16.0,1.0
409,244.0,277.0,1.0
410,548.0,190.0,1.0
411,312.0,174.0,1.0
412,225.0,271.0,1.0
413,641.0,399.0,1.0
414,275.0,359.0,1.0
415,335.0,362.0,1.0
416,1.0,284.0,1.0
417,67.0,358.0,1.0
418,418.0,359.0,1.0
419,600.0,405.0,1.0
420,11.0,128.0,1.0
421,213.0,20.0,1.0
422,521.0,358.0,1.0
423,368.0,183.0,1.0
424,624.0,196.0,1.0
425,89.0,76.0,1.0
426,205.0,370.0,1.0
427,382.0,274.0,1.0
428,533.0,318.0,1.0
429,608.0,128.0,1.0
430,138.0,364.0,1.0
431,362.0,298.0,1.0
432,28.0,322.0,1.0
433,236.0,170.0,1.0
434,138.0,259.0,1.0
435,179.0,68.0,1.0
436,643.0,364.0,1.0
437,167.0,362.0,1.0
438,34.0,1.0,1.0
439,367.0,73.0,1.0
440,621.0,99.0,1.0
441,49.0,262.0,1.0
442,267.0,345.0,1.0
443,169.0,152.0,1.0
444,267.0,331.0,1.0
445,462.0,345.0,1.0
446,594.0,405.0,1.0
447,203.0,40.0,1.0
448,358.0,162.0,1.0
449,498.0,292.0,1.0
450,546.0,81.0,1.0
451,315.0,312.0,1.0
452,532.0,163.0,1.0
453,482.0,41.0,1.0
454,393.0,124.0,1.0
455,542.0,99.0,1.0
456,446.0,347.0,1.0
457,662.0,42.0,1.0
458,447.0,79.0,1.0
459,514.0,269.0,1.0
460,161.0,309.0,1.0
461,500.0,133.0,1.0
462,619.0,241.0,1.0
463,577.0,99.0,1.0
464,587.0,131.0,1.0
465,65.0,320.0,1.0
466,72.0,135.0,1.0
467,227.0,239.0,1.0
468,171.0,196.0,1.0
469,486.0,259.0,1.0
470,462.0,331.0,1.0
471,186.0,99.0,1.0
472,568.0,134.0,1.0
473,86.0,49.0,1.0
474,598.0,208.0,1.0
475,486.0,357.0,1.0
476,592.0,84.0,1.0
477,482.0,405.0,1.0
478,493.0,243.0,1.0
479,105.0,390.0,1.0
480,340.0,358.0,1.0
481,159.0,149.0,1.0
482,496.0,149.0,1.0
483,356.0,117.0,1.0
484,71.0,404.0,1.0
485,95.0,65.0,1.0
486,500.0,376.0,1.0
487,72.0,390.0,1.0
488,413.0,199.0,1.0
489,372.0,325.0,1.0
490,120.0,311.0,1.0
491,484.0,166.0,1.0
492,602.0,222.0,1.0
493,142.0,9.0,1.0
494,446.0,362.0,1.0
495,596.0,65.0,1.0
496,189.0,174.0,1.0
497,161.0,136.0,1.0
498,248.0,67.0,1.0
499,477.0,405.0,1.0
500,135.0,89.0,1.0
501,154.0,247.0,1.0
502,142.0,369.0,1.0
503,292.0,29.0,1.0
504,387.0,335.0,1.0
505,461.0,386.0,1.0
506,490.0,408.0,1.0
507,591.0,124.0,1.0
508,262.0,18.0,1.0
509,35.0,267.0,1.0
510,603.0,318.0,1.0
511,315.0,136.0,1.0
512,192.0,322.0,1.0
513,550.0,124.0,1.0
514,103.0,117.0,1.0
515,152.0,100.0,1.0
516,102.0,89.0,1.0
517,437.0,351.0,1.0
518,138.0,135.0,1.0
519,297.0,369.0,1.0
520,621.0,128.0,1.0
521,305.0,219.0,1.0
522,47.0,163.0,1.0
523,101.0,99.0,1.0
524,352.0,378.0,1.0
525,277.0,100.0,1.0
526,275.0,78.0,1.0
527,555.0,345.0,1.0
528,117.0,347.0,1.0
529,7.0,230.0,1.0
530,305.0,124.0,1.0
531,247.0,128.0,1.0
532,581.0,278.0,1.0
533,345.0,89.0,1.0
534,551.0,135.0,1.0
535,454.0,124.0,1.0
536,356.0,73.0,1.0
537,369.0,316.0,1.0
538,462.0,65.0,1.0
539,332.0,358.0,1.0
540,516.0,80.0,1.0
541,571.0,272.0,1.0
542,95.0,20.0,1.0
543,296.0,41.0,1.0
544,14.0,232.0,1.0
545,222.0,8.0,1.0
546,184.0,76.0,1.0
547,290.0,124.0,1.0
548,342.0,279.0,1.0
549,533.0,43.0,1.0
550,205.0,344.0,1.0
551,351.0,293.0,1.0
552,607.0,405.0,1.0
553,609.0,322.0,1.0
554,109.0,56.0,1.0
555,500.0,73.0,1.0
556,101.0,396.0,1.0
557,178.0,163.0,1.0
558,86.0,133.0,1.0
559,390.0,358.0,1.0
560,99.0,8.0,1.0
561,61.0,105.0,1.0
562,375.0,359.0,1.0
563,574.0,99.0,1.0
564,569.0,293.0,1.0
565,152.0,267.0,1.0
566,329.0,183.0,1.0
567,94.0,48.0,1.0
568,127.0,99.0,1.0
569,72.0,259.0,1.0
570,163.0,254.0,1.0
571,113.0,149.0,1.0
572,377.0,408.0,1.0
573,70.0,272.0,1.0
574,75.0,303.0,1.0
575,241.0,245.0,1.0
576,455.0,391.0,1.0
577,42.0,404.0,1.0
578,131.0,18.0,1.0
579,184.0,133.0,1.0
580,564.0,124.0,1.0
581,223.0,183.0,1.0
582,334.0,99.0,1.0
583,260.0,405.0,1.0
584,50.0,377.0,1.0
585,241.0,218.0,1.0
586,244.0,156.0,1.0
587,645.0,365.0,1.0
588,559.0,344.0,1.0
589,387.0,402.0,1.0
590,478.0,167.0,1.0
591,413.0,293.0,1.0
592,119.0,404.0,1.0
593,561.0,124.0,1.0
594,172.0,340.0,1.0
595,116.0,314.0,1.0
596,254.0,312.0,1.0
597,41.0,124.0,1.0
598,454.0,94.0,1.0
599,145.0,37.0,1.0
600,248.0,76.0,1.0
601,253.0,371.0,1.0
602,417.0,117.0,1.0
603,69.0,190.0,1.0
604,521.0,359.0,1.0
605,627.0,123.0,1.0
606,86.0,378.0,1.0
607,14.0,301.0,1.0
608,551.0,174.0,1.0
609,649.0,148.0,1.0
610,170.0,366.0,1.0
611,14.0,93.0,1.0
612,448.0,328.0,1.0
613,614.0,149.0,1.0
614,387.0,97.0,1.0
615,321.0,401.0,1.0
616,109.0,346.0,1.0
617,402.0,94.0,1.0
618,174.0,24.0,1.0
619,529.0,40.0,1.0
620,354.0,73.0,1.0
621,660.0,399.0,1.0
622,569.0,386.0,1.0
623,50.0,117.0,1.0
624,171.0,405.0,1.0
625,462.0,280.0,1.0
626,343.0,358.0,1.0
627,260.0,118.0,1.0
628,574.0,8.0,1.0
629,292.0,405.0,1.0
630,21.0,209.0,1.0
631,559.0,134.0,1.0
632,238.0,199.0,1.0
633,368.0,322.0,1.0
634,576.0,336.0,1.0
635,217.0,124.0,1.0
636,463.0,379.0,1.0
637,470.0,399.0,1.0
638,263.0,181.0,1.0
639,1.0,299.0,1.0
640,440.0,124.0,1.0
641,617.0,135.0,1.0
642,84.0,371.0,1.0
643,503.0,362.0,1.0
644,473.0,106.0,1.0
645,53.0,318.0,1.0
646,451.0,322.0,1.0
647,30.0,361.0,1.0
648,149.0,36.0,1.0
649,353.0,24.0,1.0
650,293.0,358.0,1.0
651,226.0,99.0,1.0
652,305.0,112.0,1.0
653,225.0,89.0,1.0
654,176.0,239.0,1.0
655,303.0,243.0,1.0
656,247.0,376.0,1.0
657,367.0,56.0,1.0
658,587.0,196.0,1.0
659,254.0,370.0,1.0
660,228.0,94.0,1.0
661,351.0,313.0,1.0
662,360.0,124.0,1.0
663,115.0,359.0,1.0
664,382.0,114.0,1.0
665,36.0,128.0,1.0
666,542.0,133.0,1.0
667,506.0,89.0,1.0
668,307.0,177.0,1.0
669,504.0,16.0,1.0
670,579.0,183.0,1.0
671,330.0,15.0,1.0
672,97.0,382.0,1.0
673,170.0,371.0,1.0
674,349.0,280.0,1.0
675,142.0,391.0,1.0
676,169.0,89.0,1.0
677,452.0,11.0,1.0
678,438.0,20.0,1.0
679,358.0,52.0,1.0
680,480.0,405.0,1.0
681,631.0,267.0,1.0
682,164.0,196.0,1.0
683,90.0,272.0,1.0
684,546.0,405.0,1.0
685,661.0,371.0,1.0
686,226.0,323.0,1.0
687,426.0,38.0,1.0
688,9.0,93.0,1.0
689,241.0,224.0,1.0
690,526.0,28.0,1.0
691,26.0,405.0,1.0
692,387.0,107.0,1.0
693,238.0,365.0,1.0
694,275.0,402.0,1.0
695,150.0,183.0,1.0
696,595.0,347.0,1.0
697,518.0,65.0,1.0
698,87.0,144.0,1.0
699,208.0,392.0,1.0
700,53.0,41.0,1.0
701,307.0,124.0,1.0
702,294.0,334.0,1.0
703,268.0,102.0,1.0
704,662.0,333.0,1.0
705,507.0,83.0,1.0
706,152.0,396.0,1.0
707,83.0,247.0,1.0
708,471.0,181.0,1.0
709,203.0,318.0,1.0
710,145.0,136.0,1.0
711,430.0,73.0,1.0
712,613.0,228.0,1.0
713,161.0,370.0,1.0
714,88.0,124.0,1.0
715,348.0,166.0,1.0
716,84.0,359.0,1.0
717,140.0,209.0,1.0
718,78.0,322.0,1.0
719,402.0,316.0,1.0
720,579.0,322.0,1.0
721,119.0,146.0,1.0
722,525.0,405.0,1.0
723,493.0,99.0,1.0
724,72.0,309.0,1.0
725,631.0,332.0,1.0
726,397.0,188.0,1.0
727,318.0,168.0,1.0
728,240.0,124.0,1.0
729,114.0,21.0,1.0
730,422.0,18.0,1.0
731,107.0,405.0,1.0
732,461.0,127.0,1.0
733,210.0,152.0,1.0
734,447.0,83.0,1.0
735,375.0,358.0,1.0
736,88.0,334.0,1.0
737,152.0,332.0,1.0
738,186.0,73.0,1.0
739,9.0,283.0,1.0
740,571.0,239.0,1.0
741,552.0,225.0,1.0
742,608.0,73.0,1.0
743,101.0,89.0,1.0
744,489.0,252.0,1.0
745,365.0,134.0,1.0
746,552.0,398.0,1.0
747,34.0,134.0,1.0
748,93.0,58.0,1.0
749,420.0,122.0,1.0
750,248.0,7.0,1.0
751,280.0,79.0,1.0
752,519.0,49.0,1.0
753,462.0,247.0,1.0
754,449.0,168.0,1.0
755,546.0,174.0,1.0
756,260.0,124.0,1.0
757,546.0,124.0,1.0
758,5.0,376.0,1.0
759,358.0,293.0,1.0
760,650.0,358.0,1.0
761,314.0,181.0,1.0
762,138.0,134.0,1.0
763,593.0,125.0,1.0
764,192.0,188.0,1.0
765,430.0,107.0,1.0
766,570.0,163.0,1.0
767,199.0,73.0,1.0
768,163.0,215.0,1.0
769,230.0,244.0,1.0
770,191.0,16.0,1.0
771,319.0,358.0,1.0
772,413.0,162.0,1.0
773,274.0,239.0,1.0
774,205.0,309.0,1.0
775,383.0,371.0,1.0
776,387.0,316.0,1.0
777,402.0,177.0,1.0
778,429.0,128.0,1.0
779,271.0,197.0,1.0
780,650.0,347.0,1.0
781,71.0,118.0,1.0
782,241.0,277.0,1.0
783,288.0,124.0,1.0
784,166.0,344.0,1.0
785,268.0,107.0,1.0
786,244.0,280.0,1.0
787,145.0,309.0,1.0
788,321.0,124.0,1.0
789,450.0,351.0,1.0
790,591.0,156.0,1.0
791,166.0,261.0,1.0
792,70.0,247.0,1.0
793,316.0,243.0,1.0
794,455.0,354.0,1.0
795,529.0,43.0,1.0
796,360.0,405.0,1.0
797,122.0,8.0,1.0
798,72.0,37.0,1.0
799,292.0,28.0,1.0
800,271.0,24.0,1.0
801,404.0,89.0,1.0
802,314.0,4.0,1.0
803,54.0,124.0,1.0
804,242.0,8.0,1.0
805,438.0,257.0,1.0
806,339.0,328.0,1.0
807,104.0,243.0,1.0
808,170.0,149.0,1.0
809,455.0,9.0,1.0
810,241.0,20.0,1.0
811,28.0,183.0,1.0
812,324.0,40.0,1.0
813,464.0,3.0,1.0
814,640.0,21.0,1.0
815,248.0,325.0,1.0
816,237.0,181.0,1.0
817,519.0,125.0,1.0
818,587.0,38.0,1.0
819,19.0,408.0,1.0
820,511.0,347.0,1.0
821,474.0,271.0,1.0
822,19.0,214.0,1.0
823,49.0,125.0,1.0
824,77.0,331.0,1.0
825,294.0,100.0,1.0
826,194.0,7.0,1.0
827,485.0,382.0,1.0
828,287.0,161.0,1.0
829,37.0,68.0,1.0
830,400.0,124.0,1.0
831,625.0,362.0,1.0
832,340.0,347.0,1.0
833,535.0,382.0,1.0
834,295.0,117.0,1.0
835,122.0,124.0,1.0
836,87.0,3.0,1.0
837,24.0,133.0,1.0
838,581.0,219.0,1.0
839,502.0,301.0,1.0
840,468.0,155.0,1.0
841,193.0,149.0,1.0
842,185.0,108.0,1.0
843,75.0,289.0,1.0
844,14.0,258.0,1.0
845,139.0,28.0,1.0
846,576.0,325.0,1.0
847,628.0,396.0,1.0
848,327.0,314.0,1.0
849,275.0,38.0,1.0
850,188.0,302.0,1.0
851,83.0,129.0,1.0
852,462.0,158.0,1.0
853,281.0,280.0,1.0
854,96.0,280.0,1.0
855,566.0,329.0,1.0
856,70.0,70.0,1.0
857,241.0,222.0,1.0
858,468.0,265.0,1.0
859,449.0,351.0,1.0
860,241.0,350.0,1.0
861,540.0,359.0,1.0
862,467.0,322.0,1.0
863,398.0,94.0,1.0
864,199.0,392.0,1.0
865,351.0,199.0,1.0
866,183.0,119.0,1.0
867,318.0,3.0,1.0
868,458.0,12.0,1.0
869,340.0,351.0,1.0
870,109.0,55.0,1.0
871,146.0,69.0,1.0
872,377.0,37.0,1.0
873,147.0,382.0,1.0
874,567.0,146.0,1.0
875,490.0,37.0,1.0
876,14.0,61.0,1.0
877,466.0,99.0,1.0
878,24.0,378.0,1.0
879,533.0,41.0,1.0
880,470.0,246.0,1.0
881,588.0,1.0,1.0
882,40.0,99.0,1.0
883,48.0,94.0,1.0
884,633.0,402.0,1.0
885,430.0,99.0,1.0
886,307.0,405.0,1.0
887,395.0,358.0,1.0
888,153.0,360.0,1.0
889,245.0,138.0,1.0
890,284.0,257.0,1.0
891,394.0,183.0,1.0
892,578.0,271.0,1.0
893,655.0,11.0,1.0
894,81.0,28.0,1.0
895,390.0,362.0,1.0
896,146.0,68.0,1.0
897,195.0,127.0,1.0
898,110.0,40.0,1.0
899,135.0,174.0,1.0
900,328.0,359.0,1.0
901,551.0,117.0,1.0
902,502.0,268.0,1.0
903,199.0,63.0,1.0
904,414.0,40.0,1.0
905,457.0,376.0,1.0
906,515.0,80.0,1.0
907,118.0,358.0,1.0
908,161.0,135.0,1.0
909,483.0,280.0,1.0
910,198.0,3.0,1.0
911,611.0,228.0,1.0
912,634.0,362.0,1.0
913,587.0,147.0,1.0
914,491.0,235.0,1.0
915,136.0,289.0,1.0
916,490.0,10.0,1.0
917,184.0,99.0,1.0
918,590.0,149.0,1.0
919,493.0,181.0,1.0
920,373.0,149.0,1.0
921,522.0,190.0,1.0
922,99.0,199.0,1.0
923,461.0,273.0,1.0
924,80.0,71.0,1.0
925,261.0,3.0,1.0
926,651.0,362.0,1.0
927,284.0,25.0,1.0
928,505.0,105.0,1.0
929,99.0,149.0,1.0
930,140.0,195.0,1.0
931,393.0,69.0,1.0
932,514.0,88.0,1.0
933,599.0,294.0,1.0
934,567.0,316.0,1.0
935,436.0,99.0,1.0
936,336.0,228.0,1.0
937,76.0,124.0,1.0
938,581.0,112.0,1.0
939,486.0,391.0,1.0
940,154.0,341.0,1.0
941,166.0,259.0,1.0
942,9.0,94.0,1.0
943,493.0,350.0,1.0
944,142.0,408.0,1.0
945,519.0,243.0,1.0
946,110.0,153.0,1.0
947,413.0,273.0,1.0
948,107.0,124.0,1.0
949,214.0,221.0,1.0
950,142.0,357.0,1.0
951,166.0,364.0,1.0
952,209.0,267.0,1.0
953,560.0,27.0,1.0
954,34.0,135.0,1.0
955,116.0,163.0,1.0
956,49.0,133.0,1.0
957,72.0,134.0,1.0
958,587.0,316.0,1.0
959,63.0,135.0,1.0
960,353.0,3.0,1.0
961,543.0,267.0,1.0
962,455.0,344.0,1.0
963,630.0,332.0,1.0
964,387.0,5.0,1.0
965,648.0,11.0,1.0
966,471.0,128.0,1.0
967,652.0,347.0,1.0
968,146.0,396.0,1.0
969,263.0,73.0,1.0
970,546.0,311.0,1.0
971,168.0,224.0,1.0
972,468.0,113.0,1.0
973,275.0,44.0,1.0
974,358.0,387.0,1.0
975,19.0,354.0,1.0
976,499.0,318.0,1.0
977,415.0,134.0,1.0
978,43.0,124.0,1.0
979,444.0,124.0,1.0
980,160.0,41.0,1.0
981,212.0,89.0,1.0
982,535.0,405.0,1.0
983,258.0,124.0,1.0
984,70.0,280.0,1.0
985,377.0,357.0,1.0
986,247.0,181.0,1.0
987,324.0,43.0,1.0
988,552.0,212.0,1.0
989,394.0,322.0,1.0
990,111.0,183.0,1.0
991,47.0,18.0,1.0
992,267.0,280.0,1.0
993,662.0,326.0,1.0
994,260.0,138.0,1.0
995,356.0,103.0,1.0
996,93.0,57.0,1.0
997,310.0,108.0,1.0
